station_name,station_lat,station_long,average_ridership,census_tract,percent_minority,percent_employed,total_pop,total_num_jobs,income_per_cap,percent_poverty,percent_transit,percent_walk,average_pop,average_num_jobs,mean_commute,bus_dist,rail_dist,trolley_dist,high_speed_dist,bus_lat,rail_lat,trolley_lat,high_speed_lat,bus_long,rail_long,trolley_long,high_speed_long,state,county,men,women,hispanic,white,black,native,asian,pacific,citizen,income,income_err,income_per_cap_err,child_poverty,professional,service,office,construction,production,drive,carpool,other_transp,work_at_home,employed,private_work,public_work,self_employed,family_work,unemployment,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
3113,39.97472,-75.197807,6.101010101,42101980000,0.416,0.286057692,1248,4296,8432,0.039,0.185,0.384,11.14285714,1074,23.6,0.552492144,2.440654433,0.092501137,1.984777675,39.973953,39.95651628,39.974841,39.957156,-75.204213,-75.18180596,-75.196733,-75.201956,Pennsylvania,Philadelphia,568,680,6.2,58.4,11.6,0,14.4,0,1047,70268,17806,2895,0,47.6,15.1,31.7,0,5.6,22.7,3.1,11.5,5.9,357,96.9,3.1,0,0,7.8,4296,1190,2382,724,621,721,2954,0,0,0,27,9,0,68,10,3,720,193,1206,253,1,121,351,932,318,84,0,2995,936,11,283,2,69,4116,180,252,588,801,1465,2093,2203,0,0,0,0,0,0,0,0,0,0
3111,39.977791,-75.213226,9.191919192,42101980000,0.416,0.286057692,1248,4296,8432,0.039,0.185,0.384,11.14285714,1074,23.6,0.030188419,1.740070399,0.506969423,2.129205539,39.97778,39.99021325,39.973315,39.958652,-75.21358,-75.22564667,-75.212094,-75.214009,Pennsylvania,Philadelphia,568,680,6.2,58.4,11.6,0,14.4,0,1047,70268,17806,2895,0,47.6,15.1,31.7,0,5.6,22.7,3.1,11.5,5.9,357,96.9,3.1,0,0,7.8,4296,1190,2382,724,621,721,2954,0,0,0,27,9,0,68,10,3,720,193,1206,253,1,121,351,932,318,84,0,2995,936,11,283,2,69,4116,180,252,588,801,1465,2093,2203,0,0,0,0,0,0,0,0,0,0
3107,39.982029,-75.18866,11.78787879,42101980000,0.416,0.286057692,1248,4296,8432,0.039,0.185,0.384,11.14285714,1074,23.6,0.047339521,2.89639078,0.761528039,2.648856007,39.982394,39.95651628,39.975199,39.978678,-75.188946,-75.18180596,-75.188002,-75.157881,Pennsylvania,Philadelphia,568,680,6.2,58.4,11.6,0,14.4,0,1047,70268,17806,2895,0,47.6,15.1,31.7,0,5.6,22.7,3.1,11.5,5.9,357,96.9,3.1,0,0,7.8,4296,1190,2382,724,621,721,2954,0,0,0,27,9,0,68,10,3,720,193,1206,253,1,121,351,932,318,84,0,2995,936,11,283,2,69,4116,180,252,588,801,1465,2093,2203,0,0,0,0,0,0,0,0,0,0
3039,39.97121,-75.159698,25.22222222,42101014000,0.765,0.416666667,2940,590,15986,0.423,0.502,0.182,49,295,25.9,0.032037971,1.433264689,0.025809765,0.03604053,39.971285,39.98147898,39.971428,39.971468,-75.159335,-75.14953179,-75.159594,-75.159442,Pennsylvania,Philadelphia,1496,1444,2.2,23.5,66.3,0,5.5,0,2198,23026,8135,2922,25.8,37.7,25.1,26.8,2.9,7.5,16.8,3.1,8.7,3,1225,78.8,19.3,2,0,13.5,590,202,250,138,264,211,115,0,0,0,9,0,0,70,0,0,0,2,42,0,13,71,137,1,79,166,0,238,305,5,30,0,12,540,50,57,117,121,93,247,343,0,0,0,0,0,0,0,0,0,0
3077,39.972069,-75.163513,13.15151515,42101014000,0.765,0.416666667,2940,590,15986,0.423,0.502,0.182,49,295,25.9,0.072102981,1.585589519,0.054617758,0.353290314,39.972153,39.98147898,39.972116,39.971468,-75.164352,-75.14953179,-75.164151,-75.159442,Pennsylvania,Philadelphia,1496,1444,2.2,23.5,66.3,0,5.5,0,2198,23026,8135,2922,25.8,37.7,25.1,26.8,2.9,7.5,16.8,3.1,8.7,3,1225,78.8,19.3,2,0,13.5,590,202,250,138,264,211,115,0,0,0,9,0,0,70,0,0,0,2,42,0,13,71,137,1,79,166,0,238,305,5,30,0,12,540,50,57,117,121,93,247,343,0,0,0,0,0,0,0,0,0,0
3115,39.97263,-75.167572,18.47474747,42101013900,0.902,0.271437384,3242,693,12592,0.526,0.419,0.115,180.1111111,693,33.6,0.010375284,1.82513595,0.022736786,0.704744718,39.972543,39.98147898,39.972427,39.971468,-75.167528,-75.14953179,-75.16754,-75.159442,Pennsylvania,Philadelphia,1524,1718,4.8,9.8,84.5,0,0.3,0,2267,14975,2882,3183,74.2,28.1,28.9,29,1.8,12.3,24.2,9.5,7.8,5.1,880,91.1,6.9,1.9,0,16,693,113,372,208,78,335,280,0,0,0,8,0,0,9,1,1,0,4,0,0,0,197,467,0,4,2,0,170,483,1,29,0,10,667,26,56,158,207,159,192,501,0,0,0,0,0,0,0,0,0,0
3011,39.959492,-75.196899,18.22222222,42101009100,0.706,0.356245639,2866,4204,17685,0.533,0.467,0.253,143.3,4204,36,0.212658048,1.328291998,0.085861768,0.50323796,39.960906,39.95651628,39.960257,39.957156,-75.195219,-75.18180596,-75.197036,-75.201956,Pennsylvania,Philadelphia,1560,1306,2,29.4,44.8,1.1,20.7,0,2161,20084,7123,3683,77.2,52.5,24.6,19.6,1,2.4,9.9,1,10.2,7,1021,85.8,3.9,10.3,0,7.6,4204,896,2571,737,583,939,2682,0,0,136,0,1,68,25,64,6,6,26,466,9,106,47,2934,2,267,41,0,2182,1563,6,376,6,71,4047,157,318,712,1052,1226,1352,2852,0,0,0,0,0,0,0,0,0,0
3072,39.934448,-75.145409,32.26262626,42101002500,0.454,0.517404276,4022,422,35721,0.154,0.179,0.101,55.86111111,211,28.1,0.10019713,2.305119392,2.486182424,1.72274133,39.93361,39.9526408,39.952532,39.949889,-75.145841,-75.15837203,-75.162559,-75.143755,Pennsylvania,Philadelphia,1753,2269,5.7,54.6,29.4,0,4.6,0,3165,52786,16894,5039,18.2,52.2,16.6,17.7,8.2,5.3,54,8.1,7.1,2.7,2081,79.4,9.6,11,0,13.9,422,98,237,87,96,177,149,0,0,0,14,1,20,65,0,4,0,25,75,0,4,58,90,4,29,33,0,218,111,3,85,1,4,399,23,42,98,98,86,168,254,0,0,0,0,0,0,0,0,0,0
3099,39.93401,-75.15094,28.62626263,42101002500,0.454,0.517404276,4022,422,35721,0.154,0.179,0.101,55.86111111,211,28.1,0.024376827,2.166372188,2.285368276,1.401493665,39.934229,39.9526408,39.952532,39.936194,-75.150927,-75.15837203,-75.162559,-75.167129,Pennsylvania,Philadelphia,1753,2269,5.7,54.6,29.4,0,4.6,0,3165,52786,16894,5039,18.2,52.2,16.6,17.7,8.2,5.3,54,8.1,7.1,2.7,2081,79.4,9.6,11,0,13.9,422,98,237,87,96,177,149,0,0,0,14,1,20,65,0,4,0,25,75,0,4,58,90,4,29,33,0,218,111,3,85,1,4,399,23,42,98,98,86,168,254,0,0,0,0,0,0,0,0,0,0
3095,39.987709,-75.180519,3.585858586,42101015102,0.993,0.259025271,3324,329,13191,0.482,0.452,0.132,97.76470588,329,34.6,0.002446599,2.208607277,1.480482676,2.086989423,39.987724,40.00385904,39.974574,39.987067,-75.18054,-75.16542599,-75.183361,-75.156037,Pennsylvania,Philadelphia,1249,2075,5.9,0.7,89.6,0.6,2.8,0,2515,13966,5346,3065,72.7,24.6,45.8,20.9,0,8.7,36.8,3,0,1.8,861,73.5,17.3,9.2,0,31.9,329,72,180,77,70,123,136,0,0,0,0,6,0,25,0,0,0,5,0,0,2,163,109,0,8,11,0,117,200,0,9,1,2,311,18,33,75,76,73,128,201,0,0,0,0,0,0,0,0,0,0
3120,39.97522,-75.186691,30.63636364,42101013700,0.768,0.431626568,4863,421,23084,0.303,0.363,0.071,138.9428571,421,28.5,0.100641501,2.121017749,0.026398425,2.192544056,39.974967,39.95651628,39.975009,39.955844,-75.187825,-75.18180596,-75.186549,-75.191462,Pennsylvania,Philadelphia,2041,2822,3,23.2,69,0,1,1.9,3866,35033,4377,4669,42.3,38.5,22.1,23.7,6.5,9.3,33.5,14.1,4.6,4.4,2099,78.1,16.5,5.3,0,11.9,421,136,212,73,112,169,140,0,0,0,6,13,5,24,0,0,5,71,27,54,0,41,58,6,95,16,0,214,174,1,23,0,9,396,25,41,78,78,88,190,231,0,0,0,0,0,0,0,0,0,0
3067,39.964111,-75.19973,5.545454545,42101010800,0.919,0.23894923,3959,215,9539,0.597,0.383,0.173,146.6296296,215,40.7,0.09679512,1.745542828,0.214369284,0.796291825,39.963252,39.95651628,39.962853,39.957156,-75.199546,-75.18180596,-75.201636,-75.201956,Pennsylvania,Philadelphia,2001,1958,0.4,8.1,88.8,0,0,0,2886,14328,4217,1645,79.7,29.5,35.7,22.4,1.9,10.5,27.7,4.2,11,1.5,946,86.4,13.6,0,0,16.9,215,49,120,46,37,125,53,0,0,0,15,11,0,17,0,0,0,7,41,0,8,12,103,0,1,0,0,106,88,2,14,0,5,200,15,26,42,60,38,83,132,0,0,0,0,0,0,0,0,0,0
3024,39.948219,-75.209084,22.56565657,42101007700,0.52,0.40889106,2047,1422,15525,0.491,0.341,0.339,170.5833333,1422,25.1,0.168071884,0.809700194,0.012204017,1.164773435,39.948594,39.94360933,39.948319,39.957156,-75.207174,-75.21643675,-75.209143,-75.201956,Pennsylvania,Philadelphia,1040,1007,2.5,48,23.9,0,21.3,0.3,1734,25021,3387,5227,25.3,53.4,19.2,17.1,0,10.3,19.4,4.2,4.6,3.7,837,94,4.9,1.1,0,11.2,1422,543,592,287,638,337,447,0,0,0,0,0,0,5,0,3,0,20,5,0,1,1160,52,0,147,29,0,782,336,0,272,0,32,1373,49,81,175,228,395,560,862,0,0,0,0,0,0,0,0,0,0
3093,39.988369,-75.187012,5.686868687,42101015101,0.975,0.295889101,2092,157,12960,0.503,0.628,0.038,116.2222222,157,38,0.026019648,2.519507635,1.466864462,2.64290125,39.988603,40.00385904,39.975199,39.987067,-75.187011,-75.16542599,-75.188002,-75.156037,Pennsylvania,Philadelphia,1002,1090,6.8,2.5,90.4,0,0,0,1575,27375,13847,3166,57.9,28.3,32,25.2,1.3,13.2,23.4,3.6,6.4,0,619,76.1,17.6,6.3,0,17.2,157,39,82,36,43,95,19,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,138,0,0,7,0,21,133,1,2,0,0,151,6,19,32,45,22,58,99,0,0,0,0,0,0,0,0,0,0
3016,39.968922,-75.154701,6.353535354,42101013200,0.9,0.268158348,2905,898,14936,0.333,0.294,0.069,111.7307692,898,29.3,0.020262431,1.464101978,0.207976616,0.493331203,39.968838,39.98147898,39.970756,39.971468,-75.15449,-75.14953179,-75.154222,-75.159442,Pennsylvania,Philadelphia,1242,1663,6.5,10,80.1,0.2,3.1,0,2233,17778,4123,1786,21.4,29.3,44.3,16.6,1.2,8.7,32.5,17.3,10.3,3.7,779,81.8,17.5,0.8,0,26.9,898,219,521,158,299,355,244,0,0,0,5,0,0,38,0,0,23,70,34,0,0,27,350,0,294,57,0,308,538,4,39,2,7,832,66,109,205,209,156,372,526,0,0,0,0,0,0,0,0,0,0
3164,39.928139,-75.165154,22.27272727,42101002802,0.34,0.543684301,5803,719,28097,0.063,0.337,0.115,138.1666667,719,31,0.051245703,2.785152941,2.707154171,0.342873551,39.927691,39.9526408,39.952484,39.929848,-75.165295,-75.15837203,-75.165445,-75.168501,Pennsylvania,Philadelphia,2875,2928,7,66,0.6,0,25.3,0.1,4316,53977,8380,3357,0.7,39.8,25,24,2.7,8.4,37.4,8,7.3,2,3155,86.5,7.7,5.8,0,5.5,719,163,407,149,278,262,179,0,0,0,18,25,17,93,0,3,2,0,15,0,55,146,40,14,201,90,0,531,98,3,75,0,12,681,38,76,142,171,167,344,375,0,0,0,0,0,0,0,0,0,0
3017,39.98003,-75.143707,5.141414141,42101015600,0.904,0.283987915,1986,650,11484,0.506,0.397,0.076,79.44,650,33.4,0.022346876,0.521795005,1.095809892,0.884281142,39.979881,39.98147898,39.970218,39.978634,-75.143531,-75.14953179,-75.144905,-75.13349,Pennsylvania,Philadelphia,975,1011,67.2,9.6,15.9,0,1.8,0,1433,19375,6026,1939,68.7,29.6,34.8,14.5,7.1,14,40.8,8,3.9,0,564,90.6,8.7,0.7,0,17.8,650,180,350,120,127,291,232,0,0,0,0,131,114,306,6,0,8,0,7,0,2,0,75,0,0,1,0,397,132,5,93,0,23,515,135,88,122,133,127,364,286,0,0,0,0,0,0,0,0,0,0
3096,39.991192,-75.179749,5.01010101,42101016901,0.984,0.270958512,3495,351,13609,0.361,0.248,0.032,97.08333333,351,37.4,0.021445669,1.863464997,1.87328898,2.071534226,39.991088,40.00385904,39.974574,39.987067,-75.179961,-75.16542599,-75.183361,-75.156037,Pennsylvania,Philadelphia,1498,1997,0.1,1.6,95.3,0,0.3,0,2480,28125,5802,2604,43.9,28.8,31.2,17.7,9.8,12.5,59.2,11.9,0.9,0,947,83.3,11.2,5.5,0,29.9,351,113,166,72,157,123,71,0,0,0,0,4,0,105,0,0,0,0,0,0,0,56,133,0,44,9,0,97,224,2,19,1,8,313,38,58,60,68,52,121,230,0,0,0,0,0,0,0,0,0,0
3160,39.956619,-75.198624,19.58585859,42101008801,0.423,0.223284101,2302,1068,4751,0.628,0.066,0.718,209.2727273,1068,16.3,0.028253358,1.194073139,0.298157131,0.29020911,39.956762,39.94819754,39.957259,39.957156,-75.19835,-75.18993212,-75.202021,-75.201956,Pennsylvania,Philadelphia,1034,1268,8,57.7,9.6,0,20.2,1.5,2072,11196,5584,2670,,52.5,15.2,22.8,0,9.5,7,1.2,1.9,11.5,514,100,0,0,0,8.1,1068,241,626,201,204,206,658,0,0,0,0,6,0,28,0,12,58,37,1,0,2,479,83,0,297,65,0,707,239,0,103,3,16,1022,46,91,130,221,385,448,620,0,0,0,0,0,0,0,0,0,0
3122,39.980621,-75.1735,2.171717172,42101014900,0.979,0.326833527,3436,229,15627,0.351,0.542,0.091,101.0588235,229,34.8,0.046386475,2.044411953,0.863007816,1.348250138,39.980812,39.98147898,39.973976,39.978678,-75.173984,-75.14953179,-75.178733,-75.157881,Pennsylvania,Philadelphia,1737,1699,7.3,2.1,86.5,0,3.5,0,2848,22375,10446,2668,34.5,16.1,31.6,36.7,3.1,12.5,27.4,6.5,1.5,1.4,1123,81.2,13.6,2.8,2.3,20.7,229,44,133,52,82,120,27,0,0,0,0,0,2,31,0,0,0,4,0,0,0,0,178,0,10,4,0,43,164,0,19,0,3,207,22,49,56,43,37,79,150,0,0,0,0,0,0,0,0,0,0
